Dataseed	Params-combination	T(entropy,2,0.01,0.4)	T(entropy,2,0.01,0.5)	T(entropy,2,0.01,0.6)	T(entropy,4,0.01,0.4)	T(entropy,4,0.01,0.5)	T(entropy,4,0.01,0.6)	RF(0.7,50,half,all)	RF(0.7,50,half,all)σ²	RF(0.7,50,half,all)t	
2	8000,stump_with_memoization,(2,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA7,htkmel	(95.35, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 9, 59.234, 11ba820f003b36b27ad1a71d9c4067454b4a5164836c1b62e6dd194484c33cee)	(95.35, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 9, 3.707, 11ba820f003b36b27ad1a71d9c4067454b4a5164836c1b62e6dd194484c33cee)	(87.21, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 5, 2.166, 08ba4c400dd0109a1063551b3511df1678753fa1c762a51548fd749a2bc740e1)	(95.35, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 9, 3.781, 11ba820f003b36b27ad1a71d9c4067454b4a5164836c1b62e6dd194484c33cee)	(95.35, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 9, 3.641, 11ba820f003b36b27ad1a71d9c4067454b4a5164836c1b62e6dd194484c33cee)	(87.21, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 5, 2.168, 08ba4c400dd0109a1063551b3511df1678753fa1c762a51548fd749a2bc740e1)	(98.84, 60.0, 80.0, 80.0, 69.09, 90.91, 88.25, 74.87, 77.33, 15.81, 60320.0)	(0.01, 0.66, 0.17, 0.17, 0.66, 0.0, 0.02, 0.21, 0.36, 0.04, 9320.0)	(220.454, ("228162d729e1cf4bf87306586e5c934cb9b4923329b1fefe257030725d5371ca", "9dc937ca33b402300ea3212cad6d7541239399efb0130bfe7f3f881483213f6c", "ba3afdaeba25617006cd2e592287c5220cf1bc23bd6736e9d3e39ce5e0a0ac1e", "f8c1ddd24cbbdcc0cada22b71d8edeb117bfd1e5f20c8e643a0b166aaf88242c", "39546318302bece5b58a4769f775bacca6738f5e2d659fe2e996889ca218ea9f"))	
3	8000,stump_with_memoization,(2,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA7,htkmel	(95.35, 36.36, 68.18, 68.18, 45.45, 90.91, 83.33, 62.5, 58.82, 13, 15.467, 205a1de422d9c929619d27cbef726fd3aa29320e27729ad6dc66ea1f096f3d12)	(89.53, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 7, 2.194, 522998e4313c72b0b267fb3228943c8e30766d8fa382d7083a4c40852c8983ed)	(80.23, 27.27, 63.64, 63.64, 72.73, 54.55, 61.54, 66.67, 66.67, 3, 0.097, 8f3d7ab88d1d22f99b801128ae20a8efcfa98602b71d83f7c2e41c328e38dcdd)	(95.35, 27.27, 63.64, 63.64, 45.45, 81.82, 71.43, 60.0, 55.56, 11, 2.937, dfb4f447203c122726b4e24d4194a361dc50dfd3faf459e1f1880a691ff06d75)	(91.86, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 9, 2.19, 5b287a1c1c175baf8ddb5387a1a2e50777476bcf8ab62998cc791a298fa86b73)	(80.23, 27.27, 63.64, 63.64, 72.73, 54.55, 61.54, 66.67, 66.67, 3, 0.096, 8f3d7ab88d1d22f99b801128ae20a8efcfa98602b71d83f7c2e41c328e38dcdd)	(98.84, 40.0, 70.0, 70.0, 58.18, 81.82, 76.11, 66.26, 65.89, 22.61, 57360.0)	(0.01, 0.25, 0.06, 0.06, 0.25, 0.0, 0.02, 0.07, 0.14, 0.02, 17080.0)	(124.267, ("2690f70eeab44620455a0882653a1b41080c2ae476f5825279751b1c7271b866", "4c5fdf0fc0da8364754752584a3bbf23698c6706fa75f5064efa7b1decfcb522", "f1071a138e7f852da42f03d4e8d575ec7d7478a3637f2a8fe65130e0c21dba8d", "3fdedb239c9081128717bcf4e83edd5c3ef52631a4e3230b51e64c89bc885680", "5cc69bf3f26236bf719bb7f46d215affec8a9af8cb15fda6a57a80e573986339"))	
4	8000,stump_with_memoization,(2,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA7,htkmel	(97.67, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 17, 9.815, b90a3a22d1217ee29c5508d3bf54b191c47d1e2233c9410ca04f93506145a3ba)	(89.53, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 9, 2.651, 35077583bc8eabddad5f73de680b5c56d0cf690b86cfb0959dc7b1d691182ac8)	(83.72, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 5, 2.494, 677ca03359f83dea7fb490ae87a3af8638ea7222429501a2f8b4402f8f1dc803)	(95.35, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 15, 3.706, 911fdd8cc0bd89a68a39b9ccfae397759d6bdd4501da432f60b1e0e9ba47cdaa)	(89.53, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 9, 2.611, 35077583bc8eabddad5f73de680b5c56d0cf690b86cfb0959dc7b1d691182ac8)	(83.72, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 5, 2.497, 677ca03359f83dea7fb490ae87a3af8638ea7222429501a2f8b4402f8f1dc803)	(100.0, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 22.79, 62800.0)	(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 17600.0)	(268.952, ("99615cbdb06f7992ca56875942df94c53e0920bdf3bade8378f26f76b5fcf40b", "5c5832a17f06bc43443206cd42bf5237e5e850adf6235d54ba921a9fa65d593b", "91427938b601904691e38f65e7d8ae7f2bfe899af77ed5d0b9232725fd02971a", "fc9b221d6e39d52d99b5e1e1320ce160bd5b27297ac3ad559b9716c6d2bb098e", "d13d9854ddb3bf7124f58d8e4ab9fc4e587e174db80fd8bb6a18c154a06634e4"))	
5	8000,stump_with_memoization,(2,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA7,htkmel	(96.51, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 15, 16.588, 4b5dd12234ea860256c4234a54cbd4232eabd1456e825a4fd6fbc59fddde806c)	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 2.558, 6a86074c4778eb95c1077a10e042a4f9e542c615a79837231e1018ceb56e2760)	(88.37, 45.45, 72.73, 72.73, 54.55, 90.91, 85.71, 66.67, 66.67, 7, 2.092, cc95ffe49d1c1869f99d6429375bc68142a6f1baf2bd29d4d0a9a33b09dcbd2a)	(94.19, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 11, 2.83, 9e8012032c4a6718ee4340df53e573114664a4d5d95b5be5fe37c3def2a20491)	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 2.301, 6a86074c4778eb95c1077a10e042a4f9e542c615a79837231e1018ceb56e2760)	(88.37, 45.45, 72.73, 72.73, 54.55, 90.91, 85.71, 66.67, 66.67, 7, 2.386, cc95ffe49d1c1869f99d6429375bc68142a6f1baf2bd29d4d0a9a33b09dcbd2a)	(99.53, 76.36, 88.18, 88.18, 89.09, 87.27, 87.7, 89.03, 88.29, 24.65, 62080.0)	(0.0, 0.25, 0.06, 0.06, 0.17, 0.25, 0.16, 0.1, 0.06, 0.04, 38520.0)	(232.108, ("b0bfa8a7b90446d8d48654d3602960dc72b450bd384f850e2d7846ec2b7606f7", "60c647e055a9c963ca172c94954784dba38eb3270fdc30e0b1409961447bc7cc", "f1fe48e780e6058e889ebe4759ec9f5819024f7020c7d89daf3923298871b804", "8a3f7d261a629a05d396fa4edf4e2ce4bee31d24abaa382eb38e1aa22b095471", "67bbbde0c0ae6f1b6612df70c422922633c3d4f4cc08929a94c81b76a0e50379"))	
6	8000,stump_with_memoization,(2,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA7,htkmel	(95.35, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 9, 9.419, 33090508cbace58ee4b022c045a06e095772d0928a003b91374f5b577ee0dff4)	(95.35, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 9, 2.85, 33090508cbace58ee4b022c045a06e095772d0928a003b91374f5b577ee0dff4)	(95.35, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 9, 2.857, 33090508cbace58ee4b022c045a06e095772d0928a003b91374f5b577ee0dff4)	(95.35, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 9, 2.595, 33090508cbace58ee4b022c045a06e095772d0928a003b91374f5b577ee0dff4)	(95.35, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 9, 2.901, 33090508cbace58ee4b022c045a06e095772d0928a003b91374f5b577ee0dff4)	(95.35, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 9, 2.846, 33090508cbace58ee4b022c045a06e095772d0928a003b91374f5b577ee0dff4)	(99.07, 80.0, 90.0, 90.0, 80.0, 100.0, 100.0, 83.61, 88.73, 22.79, 61600.0)	(0.01, 0.58, 0.14, 0.14, 0.58, 0.0, 0.0, 0.29, 0.22, 0.05, 3400.0)	(210.964, ("ec14c0f8477ebf5e699957776677748e80c9202942a236a1d54a4689024d58c5", "903309739849d26cdf188d2f277c77669e4bfc6e4ae276938f92c7938ba7a03e", "c7c4f072e225f6f8f19a5e7e099af3bd8986a075f484d6d4f8ecb3bac3c46ca4", "634f8e46c04dfd13afc3f5e813eabf8f51415d47d9632c33741d6623017823d7", "a2fb70d91970e72ca9aad2b1156ca776b55250031c61f203abeacc2ee83b9138"))	
7	8000,stump_with_memoization,(2,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA7,htkmel	(95.35, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 11, 5.912, cbf3bb99dd4d722d60a2ee10aaaa09f430da4a5f91f4a7768ba483bed7aaa001)	(95.35, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 11, 3.832, cbf3bb99dd4d722d60a2ee10aaaa09f430da4a5f91f4a7768ba483bed7aaa001)	(95.35, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 11, 3.853, cbf3bb99dd4d722d60a2ee10aaaa09f430da4a5f91f4a7768ba483bed7aaa001)	(94.19, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 11, 4.097, 33637b4442b43fd82778a36b03bc05897b294c674532b9ed70b6e502bcc1cad2)	(94.19, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 11, 4.093, 33637b4442b43fd82778a36b03bc05897b294c674532b9ed70b6e502bcc1cad2)	(94.19, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 11, 4.09, 33637b4442b43fd82778a36b03bc05897b294c674532b9ed70b6e502bcc1cad2)	(99.77, 70.91, 85.45, 85.45, 81.82, 89.09, 88.32, 83.26, 84.83, 24.65, 62360.0)	(0.0, 0.58, 0.14, 0.14, 0.41, 0.17, 0.14, 0.25, 0.18, 0.05, 12680.0)	(166.205, ("5f652f13b9ba0f85ee712ab3c692e1eeef0026f7816bf455654ccb39238ebe2a", "8472c3174a4baacde5d051d0965608001f7d00708a4b8475f024f55528de5606", "7408b6947e9ac34d367530b6654aa1570ae69904f073d2b736d65356dbd3d243", "0c8a2f9a1518fe4f9283324888d80f2df1cf0990db8217d0e28f766ec8a69aee", "57b14c86ff966a9a85ca34e285848e5f221410cdabf88203efff6cc63073efd7"))	
8	8000,stump_with_memoization,(2,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA7,htkmel	(94.19, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 11, 9.657, ffb166820ffbd16dbf1bf4d9a41c46505ed1c937cebb15e8196757e26787f854)	(94.19, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 9, 2.871, 195724eca5c2d095241e86fe5aa4afffd00846954b57e7bb0880576f794ded6b)	(86.05, 45.45, 72.73, 72.73, 54.55, 90.91, 85.71, 66.67, 66.67, 5, 1.723, ec20e3fb12087e65593aa08f56a592c96a8b9c8bbfea09b1151bf5c61d8789a3)	(94.19, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 9, 2.654, 195724eca5c2d095241e86fe5aa4afffd00846954b57e7bb0880576f794ded6b)	(94.19, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 9, 2.606, 195724eca5c2d095241e86fe5aa4afffd00846954b57e7bb0880576f794ded6b)	(86.05, 45.45, 72.73, 72.73, 54.55, 90.91, 85.71, 66.67, 66.67, 5, 1.721, ec20e3fb12087e65593aa08f56a592c96a8b9c8bbfea09b1151bf5c61d8789a3)	(99.53, 85.45, 92.73, 92.73, 89.09, 96.36, 96.18, 90.1, 92.37, 18.14, 61520.0)	(0.01, 1.07, 0.27, 0.27, 0.58, 0.25, 0.27, 0.44, 0.3, 0.09, 10120.0)	(144.799, ("52259413d45687f0867c853ff20be940aaea76a37604b1ad760ae4ab5f6453e4", "a22fd2a2d31b2916c45889f8e53f53896c7fd8daa152bc71d4a9cbf36404685a", "b384e935811fddb21aeb8856db1d38db4c918d878719a202ff36d47e4232d308", "1d8b5934cb8e44a3893cce166d5b9a2c0bd0d0db3671f315f5114e5461c81526", "5e241befef802a88f9ef7e810298617855f645f7d427408a03cdf9aca8b49760"))	
9	8000,stump_with_memoization,(2,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA7,htkmel	(95.35, 27.27, 63.64, 63.64, 54.55, 72.73, 66.67, 61.54, 60.0, 11, 6.029, a9d3ca40c7e96804bd18e0bfabf8bbcadb7acc8cf10e0dcbe4702e267d6aad73)	(95.35, 27.27, 63.64, 63.64, 54.55, 72.73, 66.67, 61.54, 60.0, 11, 3.772, a9d3ca40c7e96804bd18e0bfabf8bbcadb7acc8cf10e0dcbe4702e267d6aad73)	(82.56, 18.18, 59.09, 59.09, 63.64, 54.55, 58.33, 60.0, 60.87, 5, 2.298, b569974bd714e5bff13a90bc7073f9bcfa8860d15ee9890b85c20bcbe585436d)	(94.19, 27.27, 63.64, 63.64, 54.55, 72.73, 66.67, 61.54, 60.0, 11, 3.796, ebbee13024ab7dcb404f3fbf2c856edf8e841f03bfdc80bf6fc88f185370dcbd)	(94.19, 27.27, 63.64, 63.64, 54.55, 72.73, 66.67, 61.54, 60.0, 11, 3.764, ebbee13024ab7dcb404f3fbf2c856edf8e841f03bfdc80bf6fc88f185370dcbd)	(82.56, 18.18, 59.09, 59.09, 63.64, 54.55, 58.33, 60.0, 60.87, 5, 2.578, b569974bd714e5bff13a90bc7073f9bcfa8860d15ee9890b85c20bcbe585436d)	(99.53, 49.09, 74.55, 74.55, 67.27, 81.82, 79.06, 71.47, 72.55, 25.35, 63720.0)	(0.01, 0.66, 0.17, 0.17, 0.25, 0.41, 0.39, 0.13, 0.17, 0.03, 9520.0)	(120.423, ("0583e1a42afa5fc58dd1fcb58e2e967d07cf814dfa71ca7d25fdd8b2880f9a01", "7c110e114b7e625c730f7981d22ca483cc3f4a01b6ccf909de1933364153a17a", "6001f7e2b00af0f29ff3d398e9f371601820f43b5d2cd53fc1330641506779bd", "fbfcd1f5cad0b2edcb4ff6b121ff99540ecfd0eba450510af45bcd5d2c7dcd5a", "dd69ffc925148f764744c9af9c4d7c63232d0799399644dacb8ca7d95a4fd8cf"))	
10	8000,stump_with_memoization,(2,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA7,htkmel	(98.84, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 13, 7.088, d55726c9709831b63d846bd3133e81b47cda523cb70626390e2b67b01d60e764)	(98.84, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 13, 3.854, d55726c9709831b63d846bd3133e81b47cda523cb70626390e2b67b01d60e764)	(82.56, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 1.9, e8d267da70fc6f9ed9a930514d1ea22b6c73d20dfd78ff902d137157e622e2d7)	(98.84, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 13, 3.939, d55726c9709831b63d846bd3133e81b47cda523cb70626390e2b67b01d60e764)	(98.84, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 13, 3.817, d55726c9709831b63d846bd3133e81b47cda523cb70626390e2b67b01d60e764)	(82.56, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 1.896, e8d267da70fc6f9ed9a930514d1ea22b6c73d20dfd78ff902d137157e622e2d7)	(99.07, 63.64, 81.82, 81.82, 72.73, 90.91, 89.11, 77.0, 79.98, 23.02, 64240.0)	(0.02, 2.89, 0.72, 0.72, 0.83, 0.83, 1.24, 0.55, 0.88, 0.05, 23480.0)	(108.354, ("ce38f6fe182cdcd9f2a3c4c86d60ae5177a1eb0a6fa0587f37a0ac4d0ae6dbd6", "9642b3871020bf7ae91f0e57f49573be2c20d6856e54ba0d352b8c034ce14d6f", "4a73952e90549e0ac4e9316b84489897cfe7193ecd487a84cbf861a118fab43a", "c9d9b9c6f0ba4d01511fd39c3048e385827b13a71d09d7f7b14b721a993b8d83", "a2f00c8ab7b4d4a0a4c851f0729811c7272b5f9327441e7147c35f0a8736f45a"))	
1	8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA7,htkmel	(94.19, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 11, 54.054, aee003ca98e1dd52b0a9faeb264e2c0ff9dcc457539b632bfa38138de6554e8b)	(90.7, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 9, 1.641, e1d431a31a9e9b0f23efb73bb182700236e09ae9fa9a7d2b17862d5a0f10aed1)	(79.07, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 5, 0.169, 9f8d4d9f8d81d78875be0429fcb871db2791f562821c2f9b52bb2718d3f1169f)	(93.02, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 11, 1.697, bdf65cc399b088459d33518207062ef65f317b6115ae6604fb222e2a6e691177)	(90.7, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 9, 1.589, e1d431a31a9e9b0f23efb73bb182700236e09ae9fa9a7d2b17862d5a0f10aed1)	(79.07, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 5, 0.172, 9f8d4d9f8d81d78875be0429fcb871db2791f562821c2f9b52bb2718d3f1169f)	(99.77, 80.0, 90.0, 90.0, 80.0, 100.0, 100.0, 83.61, 88.73, 16.98, 65680.0)	(0.0, 0.58, 0.14, 0.14, 0.58, 0.0, 0.0, 0.29, 0.22, 0.07, 34520.0)	(370.198, ("1924e6f011579803d224688b28fa9500032d5213f7f72009ebfc690dd7c37505", "2bca3d154ba565d49d550fc8b4b09e2d3569f4419bf71a17b92b9cbd7c8bf089", "dcb65f03eb00b676b23cbd286bcb42516599125475e7584c1b65272e345c35a1", "82d53f27bd5ef7a3136887c93e391a050c21b8f68966a17c5664524b7a61988e", "d97bec5365f96aec4390eeeabd63a55513093bd3783b179b8ea0385348f6e623"))	
2	8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA7,htkmel	(90.7, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 7, 36.608, 5c7f29aab375a3af083300699d5c4bf8a890e1fbc4b2d7400be3e875e5e4d501)	(90.7, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 7, 2.043, 5c7f29aab375a3af083300699d5c4bf8a890e1fbc4b2d7400be3e875e5e4d501)	(83.72, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 5, 0.17, 7ff6100ca5138fe9b08b07ea569faeab6aceae4bddb58afaa5afd506fece1bff)	(90.7, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 7, 1.926, 5c7f29aab375a3af083300699d5c4bf8a890e1fbc4b2d7400be3e875e5e4d501)	(90.7, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 7, 1.79, 5c7f29aab375a3af083300699d5c4bf8a890e1fbc4b2d7400be3e875e5e4d501)	(83.72, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 5, 0.159, 7ff6100ca5138fe9b08b07ea569faeab6aceae4bddb58afaa5afd506fece1bff)	(98.6, 67.27, 83.64, 83.64, 85.45, 81.82, 82.42, 85.09, 83.87, 16.74, 60600.0)	(0.02, 0.25, 0.06, 0.06, 0.25, 0.0, 0.01, 0.2, 0.08, 0.0, 11200.0)	(165.533, ("00badf4f1eb8e9c38ea599cea634f8fe747e20243c8fb4ecc0d4270d2a75de65", "12b10982fdf90a6bae0cc295fbcac0cbe18ca89954e21996cdc5e3687ebfc21d", "17d2f7a57416cb4f76cb5b716a0ce45fe697b060799194be6d86979d005fa969", "ee67f5ec375adae6cdd6adc5f134945cc0ee7035e31d55f9e2e1f6da5f3ebf6a", "7bdae2ccd757f2c123ae23bfadeea8e3be792594207567c70aa1cc714dff61a6"))	
3	8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA7,htkmel	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 15, 15.655, 4fb384554b80982bf81c49082def9ab17b967056c55ddd7005f0278a83d1b0c2)	(89.53, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 11, 2.991, bc899563e0f752594cbaf8066d8ec76e4583fcf53e900ff1061a0b6af1248204)	(86.05, 27.27, 63.64, 63.64, 45.45, 81.82, 71.43, 60.0, 55.56, 7, 2.248, 247aea896d80cfda93914eeae3765f4d6920c00c70d16486e1e87c313fcd0297)	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 11, 3.201, dd227120d54e67d3d3c4cb4455bd281884fb990c14c3711a4b10bd2bf892a734)	(89.53, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 9, 2.571, 3e06f16f242a28e80d10d3b9cfcc96141c48818ffde184df0c07c0e1be2efcd0)	(86.05, 27.27, 63.64, 63.64, 45.45, 81.82, 71.43, 60.0, 55.56, 7, 2.252, 247aea896d80cfda93914eeae3765f4d6920c00c70d16486e1e87c313fcd0297)	(100.0, 56.36, 78.18, 78.18, 65.45, 90.91, 87.78, 72.53, 74.95, 22.14, 65800.0)	(0.0, 0.17, 0.04, 0.04, 0.17, 0.0, 0.0, 0.06, 0.08, 0.06, 15000.0)	(199.483, ("bec09acb7e394176d3b720e54d4e081ce52bbcf0a8b8acfe6829d81bc21069c7", "90c3ec096e6e51d1878bd4ab9a655f8f1d3b0cac51af11d22a86d41ccdf4ee53", "3e03b95d96e45f227e7a0d5a9719d8ff8c5f5fd2cf8fd068c8c8bc936834c2f9", "4aa9e15f1b39f088e74264d8a0d9bcbd7494ac0df3bcad16ebf2888b60aaa882", "2619a1a3c5eedcff7f98a7853ee1031589de949a7fe3e57a2382b40144d242c1"))	
