Dataseed	Params-combination	T(entropy,2,0.01,0.4)	T(entropy,2,0.01,0.5)	T(entropy,2,0.01,0.6)	T(entropy,4,0.01,0.4)	T(entropy,4,0.01,0.5)	T(entropy,4,0.01,0.6)	RF(0.7,50,half,all)	RF(0.7,50,half,all)σ²	RF(0.7,50,half,all)t	
4	8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA7,htkmel	(94.19, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 13, 1.91, c19dc43e36be87889095c16d72431d90d871fdc70fe4aab5d445a84924bba9b8)	(89.53, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 9, 0.513, d1198c9836e7f22bd959d91ded4af3cadecfa9cb89391e078e66638d75d8d7ff)	(89.53, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 9, 0.202, d1198c9836e7f22bd959d91ded4af3cadecfa9cb89391e078e66638d75d8d7ff)	(94.19, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 11, 0.642, 85472f55131743a291cc1edb60ca01893bc257a80adbcddbc01c1a4fe5bcce99)	(89.53, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 9, 0.189, d1198c9836e7f22bd959d91ded4af3cadecfa9cb89391e078e66638d75d8d7ff)	(89.53, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 9, 0.299, d1198c9836e7f22bd959d91ded4af3cadecfa9cb89391e078e66638d75d8d7ff)	(99.53, 67.27, 83.64, 83.64, 72.73, 94.55, 93.78, 77.53, 81.76, 18.64, 64160.0)	(0.0, 0.66, 0.17, 0.17, 0.0, 0.66, 0.82, 0.03, 0.13, 0.11, 6280.0)	(165.977, ("342a39959fdab8573ca2c22898ce13c4b853fa57f22834bde31c8d60259c1ab3", "00b5a8bcfa1496677d8dd3d16dc59afea99ae93566d1e0923de72abffd0fdd9a", "cf5d17df9388ccbdf507062c35f683bd2d3a0077bff55accebce9019f3a5a11d", "b079af6b0081ee867c493adc324be24618370811bac95d18bd02a4b5e42b235c", "e099ad4dd065b42a372a859044f660324582e7a39b0a98f01610038a106dd54e"))	
5	8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA7,htkmel	(93.02, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 13, 4.759, b8bc1ad738c207438292d1555ab18ba6a2be4e33a93cbb6efe32246fc463208b)	(90.7, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 9, 1.376, 7188220b4fc1d9181acabf2b25c1769efd07d232c24e2b395e96717174d99b1f)	(80.23, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 5, 0.185, 44f4d3bf833baead70ac27cb73b9a9fb3db7520df7e420b1d40ff6f8485518b4)	(93.02, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 11, 1.365, b19388c34459aa953032497628acab439f2cdf0e95f84a612ecfb9e8711987aa)	(90.7, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 9, 1.395, 7188220b4fc1d9181acabf2b25c1769efd07d232c24e2b395e96717174d99b1f)	(80.23, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 5, 0.159, 44f4d3bf833baead70ac27cb73b9a9fb3db7520df7e420b1d40ff6f8485518b4)	(99.53, 74.55, 87.27, 87.27, 87.27, 87.27, 87.21, 87.55, 87.17, 23.72, 64480.0)	(0.0, 1.4, 0.35, 0.35, 0.66, 0.25, 0.27, 0.49, 0.41, 0.09, 13720.0)	(131.577, ("2493713eded82a5c2bde6b2dfb98306c87932f039ef441f6d8a626a7df4b295f", "7f3e28c351e0e8e8c0daf76e7a28ef684065d57bfb4b40f2ce0cdf8fc86e4377", "d923b47384ebc15fc421641db980a4f685783ed9f6e849372064843ef235d05f", "2e390ddc04a46663b1ae02c68a2e7c5d6eb9c0df8a2827effd2ca2687bba5047", "367b0bcc52e1fb65230c829d5c5c05a482c0c92b0133c29b20b55364ff5d4b05"))	
6	8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA7,htkmel	(98.84, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 15, 6.66, a11a4d9036524d90441a41d34ada46508ca076874e01519b209a753a5ae9c5c8)	(94.19, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 11, 2.468, 0fafdc9bc1604a0e8b8f5c06cdfceb15d5c4c3bedba922ae88bc290236c9d86b)	(83.72, 72.73, 86.36, 86.36, 100.0, 72.73, 78.57, 100.0, 88.0, 5, 0.149, 04130bd77018cc64dbf78f275f41592e1fc6eba7790d122c8cc084391eff9b6e)	(95.35, 72.73, 86.36, 86.36, 100.0, 72.73, 78.57, 100.0, 88.0, 13, 2.615, c77fef48c694073be72413c86592698356748b87e642f56191ca2b2dd44579c6)	(93.02, 90.91, 95.45, 95.45, 100.0, 90.91, 91.67, 100.0, 95.65, 11, 2.406, 9d27699942069a3466df78d5f2592b25c1bef8e98784cdb8f64dac0395f55f9d)	(83.72, 72.73, 86.36, 86.36, 100.0, 72.73, 78.57, 100.0, 88.0, 5, 0.173, 04130bd77018cc64dbf78f275f41592e1fc6eba7790d122c8cc084391eff9b6e)	(99.77, 90.91, 95.45, 95.45, 90.91, 100.0, 100.0, 91.67, 95.24, 21.63, 62680.0)	(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 12920.0)	(143.289, ("06b8e68ef36ebe12b4ddaf28cfaa4190cd40ee71fe94eadc3820defa6f203869", "8054f23430799476ce38d23d7bfdbd66ecf18005c2e177222501288b7553de88", "ac1abefb3d0ebee5c363d259c72ad5db2f599093d1dd83a6ffcffb95f7d81e17", "987b910051bab2831be86220ce5cd4d10d141213aa06bb54169de15052bb08c4", "b3cae35d9a2a01f35bd6fbe20787a6a792c3204b4cb36e47e563cfd42b1f3ce0"))	
7	8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA7,htkmel	(91.86, 45.45, 72.73, 72.73, 81.82, 63.64, 69.23, 77.78, 75.0, 7, 1.784, 3ffba8eaac544d62fe2e8290774b843226894ebf7dad3de1e2a9314ff82a8e93)	(91.86, 45.45, 72.73, 72.73, 81.82, 63.64, 69.23, 77.78, 75.0, 7, 1.725, 3ffba8eaac544d62fe2e8290774b843226894ebf7dad3de1e2a9314ff82a8e93)	(86.05, 45.45, 72.73, 72.73, 81.82, 63.64, 69.23, 77.78, 75.0, 5, 0.181, 0a4d8a5cbd589cf9fef7f63f0d54a2c37689637c66bf633654aeed06187e847b)	(91.86, 45.45, 72.73, 72.73, 81.82, 63.64, 69.23, 77.78, 75.0, 7, 1.763, 3ffba8eaac544d62fe2e8290774b843226894ebf7dad3de1e2a9314ff82a8e93)	(91.86, 45.45, 72.73, 72.73, 81.82, 63.64, 69.23, 77.78, 75.0, 7, 1.722, 3ffba8eaac544d62fe2e8290774b843226894ebf7dad3de1e2a9314ff82a8e93)	(86.05, 45.45, 72.73, 72.73, 81.82, 63.64, 69.23, 77.78, 75.0, 5, 0.173, 0a4d8a5cbd589cf9fef7f63f0d54a2c37689637c66bf633654aeed06187e847b)	(99.53, 74.55, 87.27, 87.27, 90.91, 83.64, 84.85, 90.18, 87.75, 18.14, 56680.0)	(0.01, 0.17, 0.04, 0.04, 0.0, 0.17, 0.11, 0.0, 0.03, 0.0, 21920.0)	(113.768, ("1d842f20390a46686a41677f6bd2cde0b0acbd5b1b9b249dc545f1627a3c8e7e", "8c018d3839dd9e983554df230dc1b1e7897e14ded0d2d96d64c301ff9d9aa401", "345b153528f854b866810fb1076675b0a8e124b6df77bfdfb1f9cb646a212481", "54497916708c794a863781dd3d0765c0870eb0270ee82e21019a296b0db6f38a", "d67a3b99415aad1ef03a0dee7ee7fd2b3254233f72d73d91c41376570dd0b6cb"))	
8	8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA7,htkmel	(98.84, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 17, 3.697, 03e8a742287f78489057fa3bc418442b54ea57ff11ee9f3698b8242d254f1dc8)	(93.02, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 11, 2.884, 42d677e58d81bdad46f663a11dd5c79baf0dbe5a7a4430728d0de62898ed626d)	(90.7, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 9, 2.837, 65232e6a23e6ef801a24a87c8e3eb4d6d57348286a7736f61606cfde1856644c)	(96.51, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 15, 3.575, e57423f22c1e7b3e0e000e40bce9325a899adbf56a8ec7e024a9a9657e18932a)	(90.7, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 11, 2.602, 0f07e23751cd18b01682f800cbced970d0e7aa5e2a0c970b15b22b075983978d)	(90.7, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 9, 2.876, 65232e6a23e6ef801a24a87c8e3eb4d6d57348286a7736f61606cfde1856644c)	(100.0, 92.73, 96.36, 96.36, 92.73, 100.0, 100.0, 93.59, 96.1, 21.21, 66520.0)	(0.0, 0.58, 0.14, 0.14, 0.58, 0.0, 0.0, 0.43, 0.17, 0.02, 13320.0)	(108.196, ("20a6f9c267334b1c17db88a4beca4a4627bfcfc8e5c2e6033a719ac6f9f8588e", "b60edbb612814e950ff3d345770fbfd4b9271cf91f2fc0ea768f37238c75dae6", "015d650061a8b744c152dfe6d3dcb68e9ee6210599296ae676056b8fa0d9fb31", "392cef3b72a1a9ea9344a124a2be7d7d2f396a76772b37a8c980cac0c9057507", "d00722ff7b0b388477a1ffb046c809473b3e899996bb4de50ce4ce7e45a8025a"))	
9	8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA7,htkmel	(91.86, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 7, 3.048, 00f21e2ffbd48a0fb8a030a1e1aba058b7ffa1030dd526b891b1186868e93d74)	(91.86, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 7, 3.16, 00f21e2ffbd48a0fb8a030a1e1aba058b7ffa1030dd526b891b1186868e93d74)	(87.21, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 5, 2.886, 2d67b11acb596a87cb952a84af635801480989ad208f3de0949f0f621b93c91a)	(91.86, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 7, 2.894, 00f21e2ffbd48a0fb8a030a1e1aba058b7ffa1030dd526b891b1186868e93d74)	(91.86, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 7, 3.199, 00f21e2ffbd48a0fb8a030a1e1aba058b7ffa1030dd526b891b1186868e93d74)	(87.21, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 5, 2.883, 2d67b11acb596a87cb952a84af635801480989ad208f3de0949f0f621b93c91a)	(99.07, 65.45, 82.73, 82.73, 65.45, 100.0, 100.0, 74.38, 79.06, 17.91, 60440.0)	(0.0, 0.17, 0.04, 0.04, 0.17, 0.0, 0.0, 0.05, 0.08, 0.11, 17480.0)	(95.608, ("4c8aeb5490ab51f2097f680946575cbf0d2668bf83f8d59f4ca68a3ef58a0112", "51996ea95170aefab41856d477c7fed3c9d8ff77dacb19bfd6fe990e7d0b18ee", "c9930150b71ddb271f93e60bc892783247aa006c78d3e7dd2fcfc14e4a33a535", "89af8c6e1feaf1a8552ca000c932f521e537a14c5c49ae2f7850d1b4932ec337", "97cd09b8b96ebc0a41592caad6a9553538031a07d2bb9ca47caabffb6f9d5b93"))	
10	8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA7,htkmel	(93.02, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 9, 3.702, c349ed51c1e3884f4de9dc79b1c8940dfee25706714f5bc4d295061d6033d32e)	(93.02, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 9, 2.866, c349ed51c1e3884f4de9dc79b1c8940dfee25706714f5bc4d295061d6033d32e)	(81.4, 27.27, 63.64, 63.64, 90.91, 36.36, 58.82, 80.0, 71.43, 5, 0.174, eebc7857d5f58f1fd3ab90af824d115a51f33d99c4206def6ba9f7e103d942ac)	(93.02, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 9, 2.506, c349ed51c1e3884f4de9dc79b1c8940dfee25706714f5bc4d295061d6033d32e)	(93.02, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 9, 2.801, c349ed51c1e3884f4de9dc79b1c8940dfee25706714f5bc4d295061d6033d32e)	(81.4, 27.27, 63.64, 63.64, 90.91, 36.36, 58.82, 80.0, 71.43, 5, 0.174, eebc7857d5f58f1fd3ab90af824d115a51f33d99c4206def6ba9f7e103d942ac)	(99.77, 74.55, 87.27, 87.27, 83.64, 90.91, 90.14, 85.08, 86.65, 19.3, 59600.0)	(0.0, 0.58, 0.14, 0.14, 0.58, 0.0, 0.01, 0.35, 0.21, 0.02, 50600.0)	(95.979, ("641788d869e6612eb90bad5cbd0046bfe440d99c5cd808cb8d34ef0a41b1d3cb", "2295e2c8a82495a3e49e275c6a31e63b42beb18a54a53f5a2472d0f6b58d1bf1", "403e0e97d6e2ffde1847b71ad1d6ebbcd027cf909f5b92d0f9b1bb0ba64308e4", "c7bcb642a147dcb5daf7cf3f109a22e54e88d52be793c6ae78d0037d38aa8dfd", "2a152e169478074facca84cef8c453553e8f02a7f60deaa240d9aa821867ab73"))	
1	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80,IA3,htkmel	(96.9, 14.29, 57.14, 57.14, 53.57, 60.71, 57.69, 56.67, 55.56, 41, 45.274, a78714aec8df31304a7a85146721a141d37c778dc5d9f56514ed7a9bf35cdd38)	(88.94, 10.71, 55.36, 55.36, 60.71, 50.0, 54.84, 56.0, 57.63, 25, 5.519, 9bf906b0cde28c3b44eb031ea01e3da5467557d9976ff773fd37f470ce858b11)	(86.73, 7.14, 53.57, 53.57, 64.29, 42.86, 52.94, 54.55, 58.06, 23, 5.691, 977b557b6956c2dd6bcd4454b8eee6db2b1e3e0f09fd9a971b94de5f946b12dd)	(96.02, 10.71, 55.36, 55.36, 50.0, 60.71, 56.0, 54.84, 52.83, 39, 5.536, f116f423fba747142de794de8397c6b8ccdc2935c39d47b6b5982da3c88b0d58)	(88.94, 10.71, 55.36, 55.36, 60.71, 50.0, 54.84, 56.0, 57.63, 25, 5.43, 9bf906b0cde28c3b44eb031ea01e3da5467557d9976ff773fd37f470ce858b11)	(86.73, 7.14, 53.57, 53.57, 64.29, 42.86, 52.94, 54.55, 58.06, 23, 5.378, 977b557b6956c2dd6bcd4454b8eee6db2b1e3e0f09fd9a971b94de5f946b12dd)	(99.56, 55.71, 77.86, 77.86, 78.57, 77.14, 77.51, 78.46, 77.96, 36.37, 168840.0)	(0.0, 0.42, 0.11, 0.11, 0.32, 0.17, 0.1, 0.2, 0.13, 0.02, 58280.0)	(332.003, ("36288b35104aed3da70b7745c139626e71fb20b49a9d45008103d310ab299de2", "8e60a2cca326d501d1d7dc75757c01e2ccbf22da6a4056e5992f4bb74dfcdb40", "de7de0b875b83389f6a9545ddc9bc92126686ba0f2371d154ee901418e40662c", "83ce2e6c0869b7f51043c130530b829351ef56b93e25df028013a6e4fd1ed398", "5b8ba49529a03c14b2a2d34a1c195829ed2180557e0d925457101855c0d85158"))	
2	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80,IA3,htkmel	(96.02, 14.29, 57.14, 57.14, 71.43, 42.86, 55.56, 60.0, 62.5, 39, 17.127, ff72e5243bb6c85635f63d45903661f5a2279ac7bd4e1931bc282ca886416db5)	(94.69, 17.86, 58.93, 58.93, 78.57, 39.29, 56.41, 64.71, 65.67, 35, 4.299, 42e7b30939158fb5b919d8321d7dad4fb946092c9f7f48579201bee0c9dfa7ea)	(82.74, 21.43, 60.71, 60.71, 75.0, 46.43, 58.33, 65.0, 65.62, 17, 3.972, 868d2cb0655243baf6551264a4e102ff125a6aa0795044017820981445aa16b7)	(94.69, 10.71, 55.36, 55.36, 75.0, 35.71, 53.85, 58.82, 62.69, 41, 4.557, b697138f4cd1c138abd5009f99312713aca7983fbf5e83006b50f320cfb16a6b)	(94.69, 3.57, 51.79, 51.79, 75.0, 28.57, 51.22, 53.33, 60.87, 37, 4.575, a3f65b59602a84b211cbb042e58e896a061faf5cacf2815c86ace95ddcca3b54)	(82.74, 21.43, 60.71, 60.71, 75.0, 46.43, 58.33, 65.0, 65.62, 17, 3.887, 868d2cb0655243baf6551264a4e102ff125a6aa0795044017820981445aa16b7)	(99.82, 30.71, 65.36, 65.36, 70.0, 60.71, 64.04, 66.95, 66.88, 32.92, 171800.0)	(0.0, 1.06, 0.26, 0.26, 0.29, 0.26, 0.22, 0.33, 0.25, 0.02, 66600.0)	(286.009, ("ede129448384f4e4dfc201db7474def2e231ccac21c007f0c204a10a8a608e68", "6e3d958c8d1eb19054dd38d88bd82db05f1964ba7bc9188ab62e404094c22175", "bcdbc81c53d55d042d630457c12b5fcfc20c43a366cb06157f8531f420a2bcd7", "59fb32b9f63e4e314392d8ad4dc8e5241a8404ddf7dd8a50b5ea5b74e8150a67", "dd198cfef43747a91186a7bfda21a8f3c1eb0aab643c23adbcd4a049e03571b9"))	
3	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80,IA3,htkmel	(96.46, 21.43, 60.71, 60.71, 60.71, 60.71, 60.71, 60.71, 60.71, 43, 11.692, 722d567361b101d4c457877668d9611a69f8454563b0e16001432f1231b03e5f)	(90.27, 17.86, 58.93, 58.93, 57.14, 60.71, 59.26, 58.62, 58.18, 23, 3.361, d5fde7a920d2ae3c4ba3da1d835a2a078503047829017da18a3d8dffc85b28da)	(78.32, 14.29, 57.14, 57.14, 60.71, 53.57, 56.67, 57.69, 58.62, 9, 2.881, 5b026690be62bc1a946b125f22726b6e6bdd19bca5fd9949a1f32dc58b0ab18e)	(95.13, 21.43, 60.71, 60.71, 60.71, 60.71, 60.71, 60.71, 60.71, 37, 4.092, a975c18fbefe049eef7d9c101835f040637d0d17600a060629a285f286ce35e8)	(90.27, 17.86, 58.93, 58.93, 57.14, 60.71, 59.26, 58.62, 58.18, 23, 3.361, d5fde7a920d2ae3c4ba3da1d835a2a078503047829017da18a3d8dffc85b28da)	(78.32, 14.29, 57.14, 57.14, 60.71, 53.57, 56.67, 57.69, 58.62, 9, 2.807, 5b026690be62bc1a946b125f22726b6e6bdd19bca5fd9949a1f32dc58b0ab18e)	(99.65, 29.29, 64.64, 64.64, 55.71, 73.57, 67.92, 62.45, 61.13, 27.72, 165800.0)	(0.0, 0.22, 0.05, 0.05, 0.17, 0.17, 0.1, 0.04, 0.09, 0.03, 12000.0)	(427.929, ("827d22c646f25b83e09518e4ad9daae949e4732129ba46ba981216fa0995f43b", "9e3da74034cf7cfee17e9da447f1d98889f90bd65d5007a848bb10b722ac77bb", "69c84bae5f826f816245222efa33472998da135012d9659933b8356596baa863", "bef5da5290ef2f4d2e57d3afc7371324bb20b7a82804a6ee294c42426b5e3c88", "84ce5b5dcf5d890838afb565b462c70d78c745fcbb800ede669a038b60c8899d"))	
4	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80,IA3,htkmel	(94.25, 3.57, 51.79, 51.79, 53.57, 50.0, 51.72, 51.85, 52.63, 37, 7.525, 5038c71364574614441e0a21010f16e0e2517af32e1839beaf374c008c32b1ba)	(92.92, 3.57, 51.79, 51.79, 53.57, 50.0, 51.72, 51.85, 52.63, 33, 3.733, 07ececd96086c8dd751390ae05296c9cbb1c18f9e9d48b6bbff57cc4acbf8804)	(82.74, 21.43, 60.71, 60.71, 75.0, 46.43, 58.33, 65.0, 65.62, 17, 3.001, e88a8abc8728bbd5242aa52907262fd2511b2853c1921cc2e03e7467d394540b)	(93.81, 3.57, 51.79, 51.79, 53.57, 50.0, 51.72, 51.85, 52.63, 33, 3.676, 83986bfacba8e8072de98fa11b2913c08c806931436456ca47852ed312c38f6b)	(92.92, 3.57, 51.79, 51.79, 53.57, 50.0, 51.72, 51.85, 52.63, 31, 3.583, 6b572278835f9c7dc226c7b5f90d03bf3125758a6ed5d62f8b6df7bcb55c60cf)	(82.74, 21.43, 60.71, 60.71, 75.0, 46.43, 58.33, 65.0, 65.62, 17, 3.003, e88a8abc8728bbd5242aa52907262fd2511b2853c1921cc2e03e7467d394540b)	(99.73, 51.43, 75.71, 75.71, 75.71, 75.71, 75.75, 75.7, 75.72, 30.55, 167880.0)	(0.0, 0.17, 0.04, 0.04, 0.03, 0.09, 0.06, 0.03, 0.03, 0.17, 54520.0)	(259.864, ("c39e3a447a6d07e0bcea526b396380c7c73de9e9ae35edc98081a9555c32eac1", "37521021aad38ffbeedf86b769bc6bcae8eb6830a14cc9442ce9c7f3a5e24555", "a479bd6cb5bccc3968f55b265ed792ec408dfb42ee278248b4bebbaddb77b0ae", "77451a619c4deb870c3d80ae7a7ab929796a8dfe3a9b68fb0cefd1cf379587e8", "ae2479d3506da2611fba9e9c1e2b0c192f791ba1c37e6ae5958845e644a2d2b9"))	
